Waypoint명,LATITUDE,LONGITUDE,Type,FIR(GIS계산),FIR_Name
BQ,N21-12-54.03,E104-02-17.01,NDB,XVCL,POINT (104.03805833333332 21.215008333333333)
BQ,N21-12-54.03,E104-02-17.01,NDB,VVHN,POINT (104.03805833333332 21.215008333333333)
BQ,N21-12-54.03,E104-02-17.01,NDB,VVHN-1,POINT (104.03805833333332 21.215008333333333)
BQN,N18-29-54.25,W067-06-30.31,NAV,TJZS,POINT (-67.10841944444444 18.49840277777778)
BQS,N39-37-50.02,W093-52-31.00,NAV,KZKC,POINT (-93.87527777777777 39.63056111111111)
BQU,N40-45-34.87,W115-45-40.94,NAV,KZLC,POINT (-115.76137222222222 40.75968611111111)
BQZ,N40-27-49.54,W106-52-20.27,NAV,KZDV,POINT (-106.87229722222222 40.46376111111111)
BRD,N37-29-42.18,E057-19-23.77,NAV,OIIX,POINT (57.32326944444445 37.49505)
BRD,N37-29-42.18,E057-19-23.77,NAV,TEH-7,POINT (57.32326944444445 37.49505)
BRD,N37-29-42.18,E057-19-23.77,NAV,TEH-E,POINT (57.32326944444445 37.49505)
BRD,N37-29-42.18,E057-19-23.77,NAV,TEH-N,POINT (57.32326944444445 37.49505)
BRF,N32-30-51.46,W002-01-49.71,NAV,GMMM-ALL,POINT (-2.030475 32.514294444444445)
BRF,N32-30-51.46,W002-01-49.71,NAV,GMMM,POINT (-2.030475 32.514294444444445)
BRF,N32-30-51.46,W002-01-49.71,NAV,GMMM-NE,POINT (-2.030475 32.514294444444445)
BRF,N32-30-51.46,W002-01-49.71,NAV,GMMM-E,POINT (-2.030475 32.514294444444445)
BRK,N38-56-40.26,W104-38-00.48,NAV,KZDV,POINT (-104.63346666666668 38.944516666666665)
BRL,N28-25-01.03,E079-27-25.00,NAV,VIDF,POINT (79.45694444444445 28.41695277777778)
BRL,N28-25-01.03,E079-27-25.00,NAV,VIDF-LD1,POINT (79.45694444444445 28.41695277777778)
BRL,N28-25-01.03,E079-27-25.00,NAV,VIDF-UAC,POINT (79.45694444444445 28.41695277777778)
BRL,N28-25-01.03,E079-27-25.00,NAV,VIDF-UD1,POINT (79.45694444444445 28.41695277777778)
BRL,N40-43-24.47,W090-55-33.23,NAV,KZAU,POINT (-90.92589722222223 40.723463888888894)
BRM,S17-56-46.66,E122-14-07.09,NDB,YASH,POINT (122.23530277777778 -17.946294444444444)
BRM,S17-56-46.66,E122-14-07.09,NDB,YTRT,POINT (122.23530277777778 -17.946294444444444)
BRM,N10-02-33.12,W069-21-07.09,NAV,SVZM,POINT (-69.35196944444444 10.042533333333333)
BRM,N15-14-22.42,E103-15-31.61,NAV,VTBB,POINT (103.25878055555556 15.23956111111111)
BRM,N15-14-22.42,E103-15-31.61,NAV,VTBB-5N,POINT (103.25878055555556 15.23956111111111)
BRM,N15-14-22.42,E103-15-31.61,NAV,VTBB-N,POINT (103.25878055555556 15.23956111111111)
BRM,N15-14-22.42,E103-15-31.61,NAV,VTBB-NE,POINT (103.25878055555556 15.23956111111111)
BRN,N31-34-32.04,E026-00-20.02,NAV,HECC,POINT (26.00556111111111 31.575566666666667)
BRN,N31-34-32.04,E026-00-20.02,NAV,HECC-1,POINT (26.00556111111111 31.575566666666667)
BRO,N25-55-26.63,W097-22-30.93,NAV,KZHU,POINT (-97.37525833333332 25.92406388888889)
BRO,N08-07-41.78,E034-33-41.04,NAV,HAAA,POINT (34.5614 8.128272222222222)
BRP,N50-17-08.48,E030-54-03.52,NAV,UKBV,POINT (30.900977777777776 50.285688888888885)
BRP,N50-17-08.48,E030-54-03.52,NAV,UKR,POINT (30.900977777777776 50.285688888888885)
BRR,S12-04-48.02,W045-00-26.03,NAV,SBRE,POINT (-45.00723055555556 -12.080005555555555)
BRR,S12-04-48.02,W045-00-26.03,NAV,SBRE-NW,POINT (-45.00723055555556 -12.080005555555555)
BRR,S12-04-48.02,W045-00-26.03,NAV,SBRE-SW,POINT (-45.00723055555556 -12.080005555555555)
BRR,S12-04-48.02,W045-00-26.03,NAV,SBRE-W,POINT (-45.00723055555556 -12.080005555555555)
BRT,N56-22-19.46,E101-41-08.90,NAV,UIII,POINT (101.68580555555556 56.37207222222222)
BRT,N56-22-19.46,E101-41-08.90,NAV,UIII-N,POINT (101.68580555555556 56.37207222222222)
BRT,N52-06-33.68,E023-53-15.68,NAV,UMMV,POINT (23.88768888888889 52.10935555555556)
BRT,N52-06-33.68,E023-53-15.68,NAV,UMMV-W,POINT (23.88768888888889 52.10935555555556)
BRT,N26-28-58.01,E087-14-58.01,NAV,VNSM,POINT (87.24944722222223 26.482780555555554)
BRU,N04-52-29.04,E114-53-08.00,NAV,WBFC,POINT (114.88555555555556 4.874733333333333)
BRV,N38-20-10.52,W077-21-10.33,NAV,KZDC,POINT (-77.35286944444444 38.33625555555556)
BRW,N71-16-24.30,W156-47-17.23,NAV,PAZA,POINT (-156.78811944444445 71.27341666666666)
BRW,N71-16-24.30,W156-47-17.23,NAV,PAZA-D,POINT (-156.78811944444445 71.27341666666666)
BRY,N48-24-25.22,E003-17-41.22,NAV,LFEE,POINT (3.294783333333333 48.40700555555556)
BRY,N48-24-25.22,E003-17-41.22,NAV,LFEE-E,POINT (3.294783333333333 48.40700555555556)
BRY,N48-24-25.22,E003-17-41.22,NAV,LFFF,POINT (3.294783333333333 48.40700555555556)
BRY,N48-24-25.22,E003-17-41.22,NAV,LFFF-AOML,POINT (3.294783333333333 48.40700555555556)
BRY,N48-24-25.22,E003-17-41.22,NAV,LFFF-RPAE,POINT (3.294783333333333 48.40700555555556)
BRY,N40-15-45.12,E029-35-38.53,NAV,LTBB,POINT (29.59403611111111 40.26253333333333)
BRY,N40-15-45.12,E029-35-38.53,NAV,LTBB-4,POINT (29.59403611111111 40.26253333333333)
BRY,N40-15-45.12,E029-35-38.53,NAV,LTBB-W78,POINT (29.59403611111111 40.26253333333333)
BRY,N40-15-45.12,E029-35-38.53,NAV,LTBB-WN,POINT (29.59403611111111 40.26253333333333)
BRY,N40-15-45.12,E029-35-38.53,NAV,LTXX,POINT (29.59403611111111 40.26253333333333)
BS,N24-25-35.29,E118-20-56.93,NDB,ZSAM,POINT (118.34914722222221 24.426469444444447)
BS,N24-25-35.29,E118-20-56.93,NDB,ZSHA,POINT (118.34914722222221 24.426469444444447)
BS,N24-25-35.29,E118-20-56.93,NDB,ZSSS,POINT (118.34914722222221 24.426469444444447)
BS,N24-25-35.29,E118-20-56.93,NDB,ZSSS-S,POINT (118.34914722222221 24.426469444444447)
BSA,N35-19-55.70,E004-12-30.19,NAV,DAAA,POINT (4.208386111111111 35.33213888888889)
BSE,N23-55-23.99,E106-36-06.02,NAV,ZGNN,POINT (106.60167222222222 23.923330555555555)
BSE,N23-55-23.99,E106-36-06.02,NAV,ZGZU,POINT (106.60167222222222 23.923330555555555)
BSH,N19-58-39.62,E042-37-28.38,NAV,OEJD,POINT (42.62455 19.97767222222222)
BSH,N19-58-39.62,E042-37-28.38,NAV,OEJD-2,POINT (42.62455 19.97767222222222)
BSH,N19-58-39.62,E042-37-28.38,NAV,OEJD-S,POINT (42.62455 19.97767222222222)
BSR,N30-31-32.31,E047-41-12.10,NAV,ORBB,POINT (47.68669444444444 30.525641666666665)
BSR,N30-31-32.31,E047-41-12.10,NAV,ORBB-S,POINT (47.68669444444444 30.525641666666665)
BSR,N36-10-52.70,W121-38-31.58,NAV,KZOA,POINT (-121.64210555555556 36.181305555555554)
BSV,N40-44-26.50,W081-25-55.64,NAV,KZOB,POINT (-81.43212222222223 40.74069444444444)
BT,N04-13-45.66,E015-47-01.80,NAV,FCCC,POINT (15.783833333333334 4.22935)
BT,N42-05-22.98,E043-39-00.97,NDB,UGGG,POINT (43.65026944444444 42.08971666666667)
BT,N27-33-57.62,E090-44-42.42,NDB,VECF,POINT (90.74511666666666 27.566005555555556)
BT,N27-33-57.62,E090-44-42.42,NDB,VECF-UAC,POINT (90.74511666666666 27.566005555555556)
BT,N27-33-57.62,E090-44-42.42,NDB,VECF-UGT,POINT (90.74511666666666 27.566005555555556)
BT,N27-33-57.62,E090-44-42.42,NDB,VEGF,POINT (90.74511666666666 27.566005555555556)
BTA,N42-34-24.92,E009-28-29.38,NAV,LFMM,POINT (9.474827777777778 42.57358888888889)
BTA,N42-34-24.92,E009-28-29.38,NAV,LFMM-MME,POINT (9.474827777777778 42.57358888888889)
BTA,N42-34-24.92,E009-28-29.38,NAV,LFMM-MRAE,POINT (9.474827777777778 42.57358888888889)
BTA,N01-54-08.93,E009-48-32.13,NAV,FCCC,POINT (9.808925 1.9024805555555555)
BTE,S09-08-51.20,W078-31-18.78,NAV,SPIM,POINT (-78.52188333333334 -9.147555555555556)
BTG,N45-44-52.16,W122-35-29.56,NAV,KZSE,POINT (-122.59154444444444 45.747822222222226)
BTH,S33-24-50.53,E149-39-25.15,NDB,YGUN,POINT (149.6569861111111 -33.41403611111111)
BTH,S33-24-50.53,E149-39-25.15,NDB,YKAT,POINT (149.6569861111111 -33.41403611111111)
BTN,N35-46-17.50,E006-20-37.64,NAV,DAAA,POINT (6.343788888888889 35.77152777777778)
BTO,N15-44-12.09,W086-51-51.03,NAV,MHCC,POINT (-86.86417499999999 15.736691666666665)
BTR,N33-32-39.50,E072-51-21.86,NAV,OPLR,POINT (72.85607222222221 33.54430555555555)
BTT,N66-54-18.00,W151-32-09.18,NAV,PAZA,POINT (-151.53588333333335 66.905)
BTT,N66-54-18.00,W151-32-09.18,NAV,PAZA-D,POINT (-151.53588333333335 66.905)
BTV,N44-23-49.57,W073-10-57.49,NAV,KZBW,POINT (-73.18263611111112 44.397102777777775)
BTY,N36-48-02.14,W116-44-51.48,NAV,KZLA,POINT (-116.74763333333334 36.80059444444444)
BTZ,N43-27-59.89,W001-30-37.00,NAV,LFBB,POINT (-1.5102777777777778 43.466636111111114)
BTZ,N43-27-59.89,W001-30-37.00,NAV,LFBB-US,POINT (-1.5102777777777778 43.466636111111114)
BTZ,N43-27-59.89,W001-30-37.00,NAV,LFBB-Z,POINT (-1.5102777777777778 43.466636111111114)
BUB,N50-54-08.43,E004-32-17.10,NAV,EBBU,POINT (4.538083333333333 50.902341666666665)
BUD,S24-54-23.71,E152-19-13.12,NDB,YKPL,POINT (152.3203111111111 -24.90658611111111)
BUK,N40-14-30.73,E033-06-17.70,NAV,LTAA,POINT (33.10491666666667 40.24186944444445)
BUK,N40-14-30.73,E033-06-17.70,NAV,LTAA-11,POINT (33.10491666666667 40.24186944444445)
BUK,N40-14-30.73,E033-06-17.70,NAV,LTAA-C,POINT (33.10491666666667 40.24186944444445)
BUK,N40-14-30.73,E033-06-17.70,NAV,LTXX,POINT (33.10491666666667 40.24186944444445)
BUM,N38-16-19.47,W094-29-17.73,NAV,KZKC,POINT (-94.48825833333333 38.272075)
BUN,N01-33-57.38,E030-13-46.14,NAV,FZZA,POINT (30.22948333333333 1.565938888888889)
BUN,N03-49-31.01,W076-59-43.00,NAV,SKCL,POINT (-76.99527777777777 3.825280555555555)
BUN,N03-49-31.01,W076-59-43.00,NAV,SKED,POINT (-76.99527777777777 3.825280555555555)
BUT,N02-49-06.01,E024-48-36.02,NAV,FZZA,POINT (24.810005555555556 2.818336111111111)
BUT,N12-40-00.00,E101-00-01.69,NAV,VTBB,POINT (101.00046944444445 12.666666666666666)
BUT,N12-40-00.00,E101-00-01.69,NAV,VTBB-5S,POINT (101.00046944444445 12.666666666666666)
BUT,N12-40-00.00,E101-00-01.69,NAV,VTBB-S,POINT (101.00046944444445 12.666666666666666)
BUT,N12-40-00.00,E101-00-01.69,NAV,VTBB-SE,POINT (101.00046944444445 12.666666666666666)
BUV,N05-31-55.98,W073-51-31.02,NAV,SKED,POINT (-73.85861666666666 5.532216666666667)
BUZ,N28-57-04.73,E050-49-33.50,NAV,OIIX,POINT (50.82597222222223 28.951313888888887)
BUZ,N28-57-04.73,E050-49-33.50,NAV,TEH-3S,POINT (50.82597222222223 28.951313888888887)
BUZ,N28-57-04.73,E050-49-33.50,NAV,TEH-3,POINT (50.82597222222223 28.951313888888887)
BUZ,N28-57-04.73,E050-49-33.50,NAV,TEH-W,POINT (50.82597222222223 28.951313888888887)
BUZ,N28-57-04.73,E050-49-33.50,NAV,TEH-S,POINT (50.82597222222223 28.951313888888887)
BVI,N02-51-07.60,W060-41-12.80,NAV,SBAZ,POINT (-60.68688888888889 2.8521111111111113)
BVI,N02-51-07.60,W060-41-12.80,NAV,SBAZ-C,POINT (-60.68688888888889 2.8521111111111113)
BVI,N02-51-07.60,W060-41-12.80,NAV,SBAZ-CE,POINT (-60.68688888888889 2.8521111111111113)
BVI,N02-51-07.60,W060-41-12.80,NAV,SBAZ-CW,POINT (-60.68688888888889 2.8521111111111113)
BVL,N40-43-33.97,W113-45-26.71,NAV,KZLC,POINT (-113.75741944444445 40.72610277777778)
BVO,N36-50-03.57,W096-01-06.34,NAV,KZKC,POINT (-96.01842777777777 36.834325)
BVR,N21-45-02.28,E072-11-22.78,NAV,VAAH,POINT (72.18966111111112 21.750633333333333)
BVR,N21-45-02.28,E072-11-22.78,NAV,VABF,POINT (72.18966111111112 21.750633333333333)
BVR,N21-45-02.28,E072-11-22.78,NAV,VABF-UAC,POINT (72.18966111111112 21.750633333333333)
BVT,N40-33-22.25,W087-04-09.75,NAV,KZAU,POINT (-87.069375 40.55618055555555)
BVT,N16-08-03.41,W022-53-17.02,NDB,GVSC,POINT (-22.88806111111111 16.134280555555556)
BWA,N27-30-03.02,E083-26-23.01,NAV,VNSM,POINT (83.43972500000001 27.50083888888889)
BWZ,N40-47-54.38,W074-49-18.59,NAV,KZNY,POINT (-74.82183055555555 40.79843888888889)
BXK,N33-27-12.44,W112-49-28.52,NAV,KZAB,POINT (-112.82458888888888 33.45345555555556)
BYI,N42-34-48.86,W113-51-57.12,NAV,KZLC,POINT (-113.86586666666666 42.58023888888889)
BYP,N33-32-14.94,W096-14-02.75,NAV,KZFW,POINT (-96.23409722222222 33.537483333333334)
BZ,S04-15-05.23,E015-14-49.92,NAV,FCCC,POINT (15.2472 -4.251452777777778)
BZ,N28-06-06.03,E119-33-42.04,NDB,ZSHA,POINT (119.56167777777777 28.101675)
BZ,N28-06-06.03,E119-33-42.04,NDB,ZSSS,POINT (119.56167777777777 28.101675)
BZ,N28-06-06.03,E119-33-42.04,NDB,ZSSS-C,POINT (119.56167777777777 28.101675)
BZA,N32-46-05.23,W114-36-10.58,NAV,KZLA,POINT (-114.60293888888889 32.768119444444444)
BZE,N17-32-22.59,W088-18-50.35,NAV,MHCC,POINT (-88.3139861111111 17.539608333333334)
BZM,N35-52-07.89,W081-14-25.90,NAV,KZTL,POINT (-81.24052777777779 35.868858333333336)
BZN,N45-47-02.01,W111-09-19.66,NAV,KZLC,POINT (-111.15546111111112 45.78389166666666)
CA,N53-42-32.65,W057-01-15.58,NDB,CZQM,POINT (-57.02099444444444 53.709069444444445)
CA,N53-42-32.65,W057-01-15.58,NDB,CZQX,POINT (-57.02099444444444 53.709069444444445)
CA,S06-41-52.77,E108-33-35.10,NDB,WIIF,POINT (108.55975 -6.697991666666667)
CA,S06-41-52.77,E108-33-35.10,NDB,WIIF-JG,POINT (108.55975 -6.697991666666667)
CA,S06-41-52.77,E108-33-35.10,NDB,WIIF-SG,POINT (108.55975 -6.697991666666667)
CAB,N15-28-56.17,E121-01-27.47,NAV,RPHI,POINT (121.02429722222222 15.482269444444444)
CAB,N15-28-56.17,E121-01-27.47,NAV,RPHI-C,POINT (121.02429722222222 15.482269444444444)
CAB,N15-28-56.17,E121-01-27.47,NAV,RPHI-CN,POINT (121.02429722222222 15.482269444444444)
CAB,N15-28-56.17,E121-01-27.47,NAV,RPHI-N,POINT (121.02429722222222 15.482269444444444)
CAD,N48-03-32.96,E001-23-13.52,NAV,LFFF,POINT (1.3870888888888888 48.059155555555556)
CAD,N48-03-32.96,E001-23-13.52,NAV,LFFF-OPKZ,POINT (1.3870888888888888 48.059155555555556)
CAD,N48-03-32.96,E001-23-13.52,NAV,LFFF-RPAW,POINT (1.3870888888888888 48.059155555555556)
CAD,N48-03-32.96,E001-23-13.52,NAV,LFRR,POINT (1.3870888888888888 48.059155555555556)
CAD,N48-03-32.96,E001-23-13.52,NAV,LFRR-E,POINT (1.3870888888888888 48.059155555555556)
CAE,N33-51-26.08,W081-03-14.08,NAV,KZJX,POINT (-81.0539111111111 33.85724444444445)
CAE,N33-51-26.08,W081-03-14.08,NAV,KZJX-A,POINT (-81.0539111111111 33.85724444444445)
CAI,N12-41-46.03,W061-20-21.98,NDB,TTZP,POINT (-61.33943888888889 12.696119444444445)
CAK,N34-18-01.79,E035-41-59.65,NAV,OLBB,POINT (35.69990277777777 34.30049722222222)
CAK,N34-18-01.79,E035-41-59.65,NAV,OSTT,POINT (35.69990277777777 34.30049722222222)
CAL,N04-55-18.67,E008-19-12.22,NAV,DNKK,POINT (8.32006111111111 4.921852777777778)
CAL,N04-55-18.67,E008-19-12.22,NAV,DNMM,POINT (8.32006111111111 4.921852777777778)
CAM,N42-59-39.43,W073-20-38.47,NAV,KZBW,POINT (-73.34401944444444 42.99428611111111)
CAN,N49-10-23.50,W000-27-18.96,NAV,LFRR,POINT (-0.4552666666666666 49.17319444444444)
CAN,N49-10-23.50,W000-27-18.96,NAV,LFRR-J,POINT (-0.4552666666666666 49.17319444444444)
CAN,N49-10-23.50,W000-27-18.96,NAV,LFRR-W,POINT (-0.4552666666666666 49.17319444444444)
CAR,S24-52-55.34,E113-40-22.20,NAV,YMEK,POINT (113.67283333333334 -24.88203888888889)
CAR,S24-52-55.34,E113-40-22.20,NAV,YOLW,POINT (113.67283333333334 -24.88203888888889)
CAR,N39-06-40.94,E009-30-28.88,NAV,LIRR-EE3,POINT (9.508022222222221 39.11137222222222)
CAR,N39-06-40.94,E009-30-28.88,NAV,LIRR-SU1,POINT (9.508022222222221 39.11137222222222)
CAR,S36-45-20.00,W073-03-10.99,NAV,SCEZ,POINT (-73.05305277777778 -36.75555555555555)
CAT,N13-25-55.70,W089-04-49.86,NAV,MHCC,POINT (-89.08051666666667 13.432138888888888)
CAT,S28-35-00.70,W065-44-48.71,NAV,SACF,POINT (-65.7468638888889 -28.58352777777778)
CAY,N41-30-49.58,E032-02-40.44,NAV,LTAA,POINT (32.04456666666667 41.51377222222222)
CAY,N41-30-49.58,E032-02-40.44,NAV,LTAA-12,POINT (32.04456666666667 41.51377222222222)
CAY,N41-30-49.58,E032-02-40.44,NAV,LTAA-C,POINT (32.04456666666667 41.51377222222222)
CAY,N41-30-49.58,E032-02-40.44,NAV,LTAA-N,POINT (32.04456666666667 41.51377222222222)
CAY,N41-30-49.58,E032-02-40.44,NAV,LTXX,POINT (32.04456666666667 41.51377222222222)
CB,N69-06-53.19,W105-00-57.34,NDB,CZEG,POINT (-105.01592777777778 69.114775)
CB,S35-16-53.16,E149-11-44.63,NAV,YWOL,POINT (149.19573055555557 -35.28143333333333)
CB,N19-51-53.99,E105-31-07.10,NDB,XVCL,POINT (105.51863888888889 19.864997222222225)
CB,N19-51-53.99,E105-31-07.10,NDB,VVHN,POINT (105.51863888888889 19.864997222222225)
CB,N19-51-53.99,E105-31-07.10,NDB,VVHN-2,POINT (105.51863888888889 19.864997222222225)
CBA,S31-18-47.61,W064-12-13.30,NAV,SACF,POINT (-64.20369444444445 -31.313225)
CBA,S31-18-47.61,W064-12-13.30,NAV,SACO,POINT (-64.20369444444445 -31.313225)
CBA,S17-25-16.80,W066-10-44.17,NAV,SLLF,POINT (-66.17893611111111 -17.421333333333333)
CBA,S31-32-24.50,E145-47-55.02,NDB,YASP,POINT (145.79861666666667 -31.54013888888889)
CBA,S31-32-24.50,E145-47-55.02,NDB,YBKE,POINT (145.79861666666667 -31.54013888888889)
CBC,N10-34-24.77,W066-03-00.22,NAV,SVZM,POINT (-66.0500611111111 10.573547222222222)
CBE,N34-51-28.84,E136-48-11.43,NAV,RJDG,POINT (136.803175 34.85801111111111)
CBE,N34-51-28.84,E136-48-11.43,NAV,RJDG-C,POINT (136.803175 34.85801111111111)
CBE,N34-51-28.84,E136-48-11.43,NAV,RJDG-E,POINT (136.803175 34.85801111111111)
CBE,N34-51-28.84,E136-48-11.43,NAV,RJTG,POINT (136.803175 34.85801111111111)
CBE,N34-51-28.84,E136-48-11.43,NAV,RJTG-S,POINT (136.803175 34.85801111111111)
CBE,N34-51-28.84,E136-48-11.43,NAV,RJTG-W,POINT (136.803175 34.85801111111111)
CBH,N25-26-41.93,E060-24-51.68,NAV,OIIX,POINT (60.41435555555555 25.444980555555556)
CBH,N25-26-41.93,E060-24-51.68,NAV,TEH-5E,POINT (60.41435555555555 25.444980555555556)
CBH,N25-26-41.93,E060-24-51.68,NAV,TEH-5,POINT (60.41435555555555 25.444980555555556)
CBH,N25-26-41.93,E060-24-51.68,NAV,TEH-E,POINT (60.41435555555555 25.444980555555556)
CBH,N25-26-41.93,E060-24-51.68,NAV,TEH-S,POINT (60.41435555555555 25.444980555555556)
CBI,N20-48-55.75,E106-43-27.80,NAV,XVCL,POINT (106.7243888888889 20.815486111111113)
CBI,N20-48-55.75,E106-43-27.80,NAV,VVHN,POINT (106.7243888888889 20.815486111111113)
CBI,N20-48-55.75,E106-43-27.80,NAV,VVHN-1,POINT (106.7243888888889 20.815486111111113)
CBL,N08-07-16.60,W063-31-58.38,NAV,SVZM,POINT (-63.53288333333333 8.121277777777777)
CBN,N36-53-42.72,E011-05-20.10,NAV,DTTC,POINT (11.088916666666668 36.8952)
CBP,S29-01-54.48,E134-43-25.59,NDB,YASP,POINT (134.723775 -29.0318)
CBP,S29-01-54.48,E134-43-25.59,NDB,YWRA,POINT (134.723775 -29.0318)
CBY,N45-52-54.80,E005-45-26.31,NAV,LFMM,POINT (5.7573083333333335 45.88188888888889)
CBY,N45-52-54.80,E005-45-26.31,NAV,LFMM-MEU,POINT (5.7573083333333335 45.88188888888889)
CBY,N45-52-54.80,E005-45-26.31,NAV,LFMM-MMW,POINT (5.7573083333333335 45.88188888888889)
CBY,N45-52-54.80,E005-45-26.31,NAV,LFMM-MRAE,POINT (5.7573083333333335 45.88188888888889)
CC,S12-12-01.99,E096-50-27.31,NAV,YIND,POINT (96.84091944444444 -12.200552777777776)
CCB,N11-01-59.10,E077-02-55.11,NAV,VOCI,POINT (77.04864166666667 11.033083333333334)
CCB,N11-01-59.10,E077-02-55.11,NAV,VOMF,POINT (77.04864166666667 11.033083333333334)
CCB,N11-01-59.10,E077-02-55.11,NAV,VOMF-UAC,POINT (77.04864166666667 11.033083333333334)
CCB,N11-01-59.10,E077-02-55.11,NAV,VOMF-UTV,POINT (77.04864166666667 11.033083333333334)
CCC,N40-55-46.67,W072-47-55.91,NAV,KZBW,POINT (-72.79886388888889 40.929630555555555)
CCR,N38-02-41.73,W122-02-42.75,NAV,KZOA,POINT (-122.04520833333333 38.044925)
CCS,N39-31-28.18,W006-26-05.02,NAV,LECM,POINT (-6.434727777777778 39.52449444444444)
CCS,N39-31-28.18,W006-26-05.02,NAV,LECM-ALL,POINT (-6.434727777777778 39.52449444444444)
CCS,N39-31-28.18,W006-26-05.02,NAV,LECM-R2,POINT (-6.434727777777778 39.52449444444444)
CCS,N39-31-28.18,W006-26-05.02,NAV,LECM-ZMI,POINT (-6.434727777777778 39.52449444444444)
CCS,N39-31-28.18,W006-26-05.02,NAV,LECM-ZMU,POINT (-6.434727777777778 39.52449444444444)
CCY,S20-39-56.41,E140-30-03.82,NDB,YISA,POINT (140.5010611111111 -20.665669444444443)
CD,N28-50-54.02,E111-37-18.02,NDB,ZGGG,POINT (111.62167222222222 28.848338888888886)
CD,N28-50-54.02,E111-37-18.02,NDB,ZGHA,POINT (111.62167222222222 28.848338888888886)
CD,N28-50-54.02,E111-37-18.02,NDB,ZGZU,POINT (111.62167222222222 28.848338888888886)
CDB,N55-16-02.29,W162-46-26.38,NAV,PAZA,POINT (-162.77399444444447 55.26730277777778)
CDB,N55-16-02.29,W162-46-26.38,NAV,PAZA-D,POINT (-162.77399444444447 55.26730277777778)
CDB,N55-16-02.29,W162-46-26.38,NAV,PAZA-P,POINT (-162.77399444444447 55.26730277777778)
CDC,N38-45-21.10,E016-22-08.89,NAV,LIRR-ES1,POINT (16.36913611111111 38.75586111111111)
CDC,N38-45-21.10,E016-22-08.89,NAV,LIRR-SU1,POINT (16.36913611111111 38.75586111111111)
CDO,N18-26-02.97,W069-40-02.40,NAV,MDCS,POINT (-69.66733333333333 18.434158333333333)
CDP,N39-41-51.73,E003-26-03.71,NAV,LECB,POINT (3.434363888888889 39.69770277777778)
CDP,N39-41-51.73,E003-26-03.71,NAV,LECB-E,POINT (3.434363888888889 39.69770277777778)
CDP,N39-41-51.73,E003-26-03.71,NAV,LECB-MVS,POINT (3.434363888888889 39.69770277777778)
CDP,N39-41-51.73,E003-26-03.71,NAV,LECB-S,POINT (3.434363888888889 39.69770277777778)
CDP,N39-41-51.73,E003-26-03.71,NAV,LECP,POINT (3.434363888888889 39.69770277777778)
CDR,N24-09-35.03,W101-29-14.59,NAV,MMFR,POINT (-101.4873861111111 24.159730555555555)
CDR,N24-09-35.03,W101-29-14.59,NAV,MMTY,POINT (-101.4873861111111 24.159730555555555)
CDS,N34-22-08.59,W100-17-20.47,NAV,KZFW,POINT (-100.28901944444445 34.36905277777778)
CDU,S32-07-35.52,E133-43-36.98,NDB,YASP,POINT (133.7269388888889 -32.126533333333334)
CDU,S32-07-35.52,E133-43-36.98,NDB,YFOR,POINT (133.7269388888889 -32.126533333333334)
CDV,S34-06-46.64,E019-28-40.37,NAV,FACA,POINT (19.477880555555554 -34.11295555555556)
CDV,S34-06-46.64,E019-28-40.37,NAV,FACA-W,POINT (19.477880555555554 -34.11295555555556)
CDV,S34-06-46.64,E019-28-40.37,NAV,FASA,POINT (19.477880555555554 -34.11295555555556)
CDX,N31-15-00.03,E104-22-48.03,NAV,ZPKM,POINT (104.38000833333332 31.250008333333334)
CDX,N31-15-00.03,E104-22-48.03,NAV,ZUUU,POINT (104.38000833333332 31.250008333333334)
CE,N58-38-26.00,E086-43-48.00,NDB,UNNT,POINT (86.73 58.64055555555556)
CE,N58-38-26.00,E086-43-48.00,NDB,UNNT-N,POINT (86.73 58.64055555555556)
CE,N45-31-42.30,E018-33-36.18,NDB,ADR,POINT (18.56005 45.528416666666665)
CE,N45-31-42.30,E018-33-36.18,NDB,ADR-W,POINT (18.56005 45.528416666666665)
CE,N45-31-42.30,E018-33-36.18,NDB,LDZO,POINT (18.56005 45.528416666666665)
CEA,N22-40-35.44,E088-26-52.53,NAV,VECC,POINT (88.447925 22.67651111111111)
CEA,N22-40-35.44,E088-26-52.53,NAV,VECC-W,POINT (88.447925 22.67651111111111)
CEA,N22-40-35.44,E088-26-52.53,NAV,VECF,POINT (88.447925 22.67651111111111)
CEA,N22-40-35.44,E088-26-52.53,NAV,VECF-UAC,POINT (88.447925 22.67651111111111)
CEA,N22-40-35.44,E088-26-52.53,NAV,VECF-UKW,POINT (88.447925 22.67651111111111)
CEC,N41-46-46.45,W124-14-27.04,NAV,KZSE,POINT (-124.24084444444445 41.77956944444444)
CEH,N26-39-53.99,E100-43-11.98,NAV,ZPKM,POINT (100.71999444444445 26.664997222222222)
CEH,N26-39-53.99,E100-43-11.98,NAV,ZPPP,POINT (100.71999444444445 26.664997222222222)
CEL,N52-35-22.56,E010-01-46.08,NDB,EDWW,POINT (10.029466666666668 52.589600000000004)
CEL,N52-35-22.56,E010-01-46.08,NDB,EDWW-EMS,POINT (10.029466666666668 52.589600000000004)
CEL,N52-35-22.56,E010-01-46.08,NDB,EDWW-W,POINT (10.029466666666668 52.589600000000004)
